voxel_id,tbm_node_id,component,face_chainage_m,voxel_chainage_m,voxel_y_m,voxel_z_m,distance_m,normal_compatibility,edge_weight,anomaly_score_q,weighted_contribution,Vp_m_per_s,Vs_m_per_s,low_velocity_anomaly_score_q,geological_zone_label,timestamp,rank_all
11344,334,middle_shield,1017204.99048,1017201.0,4.0,2.0,0.57982,0.88666,0.66352,1.0,0.66352,2908.2,1624.1,1.0,shield_squeezing_zone,2024-08-03 16:20:00,17
12051,130,front_shield,1017204.99048,1017204.0,-4.0,2.0,0.57982,0.88666,0.66352,1.0,0.66352,2992.8,1712.1,1.0,shield_squeezing_zone,2024-08-03 16:20:00,12
11779,202,front_shield,1017204.99048,1017203.0,-4.0,2.0,0.57982,0.88666,0.66352,1.0,0.66352,2960.6,1628.1,1.0,shield_squeezing_zone,2024-08-03 16:20:00,14
10800,478,middle_shield,1017204.99048,1017199.0,4.0,2.0,0.57982,0.88666,0.66352,1.0,0.66352,2899.6,1676.4,1.0,shield_squeezing_zone,2024-08-03 16:20:00,20
11616,262,front_shield,1017204.99048,1017202.0,4.0,2.0,0.57982,0.88666,0.66352,1.0,0.66352,2750.2,1668.6,1.0,shield_squeezing_zone,2024-08-03 16:20:00,15
10963,418,middle_shield,1017204.99048,1017200.0,-4.0,2.0,0.57982,0.88666,0.66352,1.0,0.66352,2839.3,1627.3,1.0,shield_squeezing_zone,2024-08-03 16:20:00,19
11041,409,middle_shield,1017204.99048,1017200.0,2.0,4.0,0.57982,0.88666,0.66352,1.0,0.66352,2959.6,1783.4,1.0,shield_squeezing_zone,2024-08-03 16:20:00,22
10200,628,tail_shield,1017204.99048,1017197.0,0.0,4.0,0.0509,0.98234,0.95765,0.6881,0.65896,3561.3,2079.5,0.6881,shield_squeezing_zone,2024-08-03 16:20:00,23
11505,277,front_shield,1017204.99048,1017202.0,-4.0,0.0,0.0509,0.98234,0.95765,0.6855,0.65647,3566.1,2040.0,0.6855,shield_squeezing_zone,2024-08-03 16:20:00,24
10689,493,middle_shield,1017204.99048,1017199.0,-4.0,0.0,0.0509,0.98234,0.95765,0.6828,0.65389,3571.0,1979.4,0.6828,shield_squeezing_zone,2024-08-03 16:20:00,25
10719,487,middle_shield,1017204.99048,1017199.0,-2.0,4.0,0.57982,0.88666,0.66352,0.9803,0.65045,3035.4,1746.3,0.9803,shield_squeezing_zone,2024-08-03 16:20:00,26
12158,115,front_shield,1017204.99048,1017204.0,4.0,0.0,0.0509,0.98234,0.95765,0.6792,0.65044,3577.4,2088.9,0.6792,shield_squeezing_zone,2024-08-03 16:20:00,27
11072,406,middle_shield,1017204.99048,1017200.0,4.0,2.0,0.57982,0.88666,0.66352,0.9802,0.65038,3035.7,1677.7,0.9802,shield_squeezing_zone,2024-08-03 16:20:00,28
12375,33,cutterhead,1017204.99048,1017205.0,0.0,-4.0,0.00952,1.0,0.99525,0.6531,0.65,3624.4,2029.2,0.6531,background,2024-08-03 16:20:00,29
11857,193,front_shield,1017204.99048,1017203.0,2.0,4.0,0.57982,0.88666,0.66352,0.978,0.64892,3039.5,1786.7,0.978,shield_squeezing_zone,2024-08-03 16:20:00,30
12049,133,front_shield,1017204.99048,1017204.0,-4.0,0.0,0.0509,0.98234,0.95765,0.6756,0.64699,3583.9,2014.7,0.6756,shield_squeezing_zone,2024-08-03 16:20:00,31
10528,550,tail_shield,1017204.99048,1017198.0,4.0,2.0,0.57982,0.88666,0.66352,0.9575,0.63532,3076.5,1744.2,0.9575,shield_squeezing_zone,2024-08-03 16:20:00,32
12160,118,front_shield,1017204.99048,1017204.0,4.0,2.0,0.57982,0.88666,0.66352,0.9551,0.63373,3080.8,1734.3,0.9551,shield_squeezing_zone,2024-08-03 16:20:00,33
10175,631,tail_shield,1017204.99048,1017197.0,-2.0,4.0,0.57982,0.88666,0.66352,0.9537,0.6328,3083.3,1716.4,0.9537,shield_squeezing_zone,2024-08-03 16:20:00,34
10961,421,middle_shield,1017204.99048,1017200.0,-4.0,0.0,0.0509,0.98234,0.95765,0.66,0.63205,3612.0,2024.6,0.66,shield_squeezing_zone,2024-08-03 16:20:00,35
11287,358,middle_shield,1017204.99048,1017201.0,0.0,-4.0,0.0509,0.98234,0.95765,0.6559,0.62813,3619.3,2074.4,0.6559,background,2024-08-03 16:20:00,36
11535,271,front_shield,1017204.99048,1017202.0,-2.0,4.0,0.57982,0.88666,0.66352,0.9348,0.62026,3117.3,1824.5,0.9348,shield_squeezing_zone,2024-08-03 16:20:00,37
11585,265,front_shield,1017204.99048,1017202.0,2.0,4.0,0.57982,0.88666,0.66352,0.9243,0.61329,3136.2,1735.4,0.9243,shield_squeezing_zone,2024-08-03 16:20:00,38
10447,559,tail_shield,1017204.99048,1017198.0,-2.0,4.0,0.57982,0.88666,0.66352,0.9201,0.6105,3143.8,1731.9,0.9201,shield_squeezing_zone,2024-08-03 16:20:00,39
9928,700,tail_shield,1017204.99048,1017196.0,0.0,4.0,0.0509,0.98234,0.95765,0.6322,0.60543,3662.0,2081.9,0.6322,shield_squeezing_zone,2024-08-03 16:20:00,40
11313,337,middle_shield,1017204.99048,1017201.0,2.0,4.0,0.57982,0.88666,0.66352,0.9109,0.6044,3160.3,1788.8,0.9109,shield_squeezing_zone,2024-08-03 16:20:00,41
11777,205,front_shield,1017204.99048,1017203.0,-4.0,0.0,0.0509,0.98234,0.95765,0.6263,0.59978,3672.7,2158.5,0.6263,shield_squeezing_zone,2024-08-03 16:20:00,42
12079,127,front_shield,1017204.99048,1017204.0,-2.0,4.0,0.57982,0.88666,0.66352,0.9024,0.59876,3175.7,1854.0,0.9024,shield_squeezing_zone,2024-08-03 16:20:00,43
11263,343,middle_shield,1017204.99048,1017201.0,-2.0,4.0,0.57982,0.88666,0.66352,0.9019,0.59843,3176.6,1838.7,0.9019,shield_squeezing_zone,2024-08-03 16:20:00,44
12129,121,front_shield,1017204.99048,1017204.0,2.0,4.0,0.57982,0.88666,0.66352,0.9013,0.59803,3177.6,1833.8,0.9013,shield_squeezing_zone,2024-08-03 16:20:00,45
10419,562,tail_shield,1017204.99048,1017198.0,-4.0,2.0,0.57982,0.88666,0.66352,0.8976,0.59557,3184.4,1840.8,0.8976,shield_squeezing_zone,2024-08-03 16:20:00,46
11017,412,middle_shield,1017204.99048,1017200.0,0.0,5.0,1.05004,0.99996,0.59152,1.0,0.59152,2998.2,1692.4,1.0,shield_squeezing_zone,2024-08-03 16:20:00,47
11561,268,front_shield,1017204.99048,1017202.0,0.0,5.0,1.05004,0.99996,0.59152,0.9984,0.59057,3002.9,1759.5,0.9984,shield_squeezing_zone,2024-08-03 16:20:00,48
10256,622,tail_shield,1017204.99048,1017197.0,4.0,2.0,0.57982,0.88666,0.66352,0.8899,0.59046,3198.2,1852.6,0.8899,shield_squeezing_zone,2024-08-03 16:20:00,49
11775,208,front_shield,1017204.99048,1017203.0,-4.0,-2.0,0.57982,0.88666,0.66352,0.874,0.57991,3226.7,1904.4,0.874,shield_squeezing_zone,2024-08-03 16:20:00,50
9603,778,tail_shield,1017204.99048,1017195.0,-4.0,2.0,0.57982,0.88666,0.66352,0.8733,0.57945,3228.1,1866.5,0.8733,shield_squeezing_zone,2024-08-03 16:20:00,51
9984,694,tail_shield,1017204.99048,1017196.0,4.0,2.0,0.57982,0.88666,0.66352,0.8666,0.575,3240.0,1806.2,0.8666,shield_squeezing_zone,2024-08-03 16:20:00,52
12105,124,front_shield,1017204.99048,1017204.0,0.0,5.0,1.05004,0.99996,0.59152,0.9709,0.57431,3052.4,1745.5,0.9709,shield_squeezing_zone,2024-08-03 16:20:00,53
10526,547,tail_shield,1017204.99048,1017198.0,4.0,0.0,0.0509,0.98234,0.95765,0.5976,0.57229,3724.4,2079.2,0.5976,shield_squeezing_zone,2024-08-03 16:20:00,54
9873,709,tail_shield,1017204.99048,1017196.0,-4.0,0.0,0.0509,0.98234,0.95765,0.5917,0.56664,3734.9,2049.7,0.5917,background,2024-08-03 16:20:00,55
11795,200,front_shield,1017204.99048,1017203.0,-3.0,4.0,1.07774,0.96734,0.56435,1.0,0.56435,2966.5,1699.7,1.0,shield_squeezing_zone,2024-08-03 16:20:00,57
11055,408,middle_shield,1017204.99048,1017200.0,3.0,4.0,1.07774,0.96734,0.56435,1.0,0.56435,2898.9,1635.7,1.0,shield_squeezing_zone,2024-08-03 16:20:00,61
11073,407,middle_shield,1017204.99048,1017200.0,4.0,3.0,1.07774,0.96734,0.56435,1.0,0.56435,2884.5,1650.3,1.0,shield_squeezing_zone,2024-08-03 16:20:00,60
11345,335,middle_shield,1017204.99048,1017201.0,4.0,3.0,1.07774,0.96734,0.56435,1.0,0.56435,2952.7,1710.9,1.0,shield_squeezing_zone,2024-08-03 16:20:00,58
10529,551,tail_shield,1017204.99048,1017198.0,4.0,3.0,1.07774,0.96734,0.56435,1.0,0.56435,2950.3,1677.1,1.0,shield_squeezing_zone,2024-08-03 16:20:00,63
11327,336,middle_shield,1017204.99048,1017201.0,3.0,4.0,1.07774,0.96734,0.56435,1.0,0.56435,2921.6,1661.5,1.0,shield_squeezing_zone,2024-08-03 16:20:00,59
10801,479,middle_shield,1017204.99048,1017199.0,4.0,3.0,1.07774,0.96734,0.56435,1.0,0.56435,2905.5,1588.8,1.0,shield_squeezing_zone,2024-08-03 16:20:00,62
11889,191,front_shield,1017204.99048,1017203.0,4.0,3.0,1.07774,0.96734,0.56435,1.0,0.56435,2956.5,1733.4,1.0,shield_squeezing_zone,2024-08-03 16:20:00,56
10692,489,middle_shield,1017204.99048,1017199.0,-4.0,3.0,1.07774,0.96734,0.56435,1.0,0.56435,2867.0,1682.9,1.0,shield_squeezing_zone,2024-08-03 16:20:00,67
10964,417,middle_shield,1017204.99048,1017200.0,-4.0,3.0,1.07774,0.96734,0.56435,1.0,0.56435,2778.6,1556.3,1.0,shield_squeezing_zone,2024-08-03 16:20:00,66
12052,129,front_shield,1017204.99048,1017204.0,-4.0,3.0,1.07774,0.96734,0.56435,1.0,0.56435,2911.6,1603.2,1.0,shield_squeezing_zone,2024-08-03 16:20:00,64
11236,345,middle_shield,1017204.99048,1017201.0,-4.0,3.0,1.07774,0.96734,0.56435,1.0,0.56435,2860.2,1640.3,1.0,shield_squeezing_zone,2024-08-03 16:20:00,65
10420,561,tail_shield,1017204.99048,1017198.0,-4.0,3.0,1.07774,0.96734,0.56435,1.0,0.56435,2905.1,1662.5,1.0,shield_squeezing_zone,2024-08-03 16:20:00,68
10147,634,tail_shield,1017204.99048,1017197.0,-4.0,2.0,0.57982,0.88666,0.66352,0.8456,0.56107,3277.8,1863.9,0.8456,shield_squeezing_zone,2024-08-03 16:20:00,69
10400,564,tail_shield,1017204.99048,1017198.0,-5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2952.8,1697.6,1.0,shield_squeezing_zone,2024-08-03 16:20:00,74
11216,348,middle_shield,1017204.99048,1017201.0,-5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2957.6,1659.0,1.0,shield_squeezing_zone,2024-08-03 16:20:00,71
10672,492,middle_shield,1017204.99048,1017199.0,-5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2891.5,1631.9,1.0,shield_squeezing_zone,2024-08-03 16:20:00,73
10944,420,middle_shield,1017204.99048,1017200.0,-5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2918.8,1661.8,1.0,shield_squeezing_zone,2024-08-03 16:20:00,72
12032,132,front_shield,1017204.99048,1017204.0,-5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2892.4,1559.3,1.0,shield_squeezing_zone,2024-08-03 16:20:00,70
11361,332,middle_shield,1017204.99048,1017201.0,5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2959.4,1621.7,1.0,shield_squeezing_zone,2024-08-03 16:20:00,80
11004,413,middle_shield,1017204.99048,1017200.0,-1.0,5.0,1.15363,0.99485,0.55879,1.0,0.55879,2970.1,1732.6,1.0,shield_squeezing_zone,2024-08-03 16:20:00,82
11548,269,front_shield,1017204.99048,1017202.0,-1.0,5.0,1.15363,0.99485,0.55879,1.0,0.55879,2909.0,1680.7,1.0,shield_squeezing_zone,2024-08-03 16:20:00,79
11089,404,middle_shield,1017204.99048,1017200.0,5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2795.6,1633.7,1.0,shield_squeezing_zone,2024-08-03 16:20:00,81
11633,260,front_shield,1017204.99048,1017202.0,5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2909.8,1652.4,1.0,shield_squeezing_zone,2024-08-03 16:20:00,78
12177,116,front_shield,1017204.99048,1017204.0,5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2908.9,1596.6,1.0,shield_squeezing_zone,2024-08-03 16:20:00,75
11846,195,front_shield,1017204.99048,1017203.0,1.0,5.0,1.15363,0.99485,0.55879,1.0,0.55879,2988.3,1654.0,1.0,shield_squeezing_zone,2024-08-03 16:20:00,77
11905,188,front_shield,1017204.99048,1017203.0,5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2868.8,1637.5,1.0,shield_squeezing_zone,2024-08-03 16:20:00,76
10817,476,middle_shield,1017204.99048,1017199.0,5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2854.9,1588.1,1.0,shield_squeezing_zone,2024-08-03 16:20:00,83
10273,620,tail_shield,1017204.99048,1017197.0,5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2965.8,1706.2,1.0,shield_squeezing_zone,2024-08-03 16:20:00,85
10545,548,tail_shield,1017204.99048,1017198.0,5.0,1.0,1.15363,0.99485,0.55879,1.0,0.55879,2918.9,1661.5,1.0,shield_squeezing_zone,2024-08-03 16:20:00,84
10497,553,tail_shield,1017204.99048,1017198.0,2.0,4.0,0.57982,0.88666,0.66352,0.8408,0.55789,3286.6,1847.4,0.8408,shield_squeezing_zone,2024-08-03 16:20:00,86
11831,214,front_shield,1017204.99048,1017203.0,0.0,-4.0,0.0509,0.98234,0.95765,0.5822,0.55755,3752.1,2093.5,0.5822,background,2024-08-03 16:20:00,87
11833,196,front_shield,1017204.99048,1017203.0,0.0,5.0,1.05004,0.99996,0.59152,0.942,0.55721,3104.4,1750.7,0.942,shield_squeezing_zone,2024-08-03 16:20:00,88
11871,192,front_shield,1017204.99048,1017203.0,3.0,4.0,1.07774,0.96734,0.56435,0.987,0.55702,3023.4,1765.4,0.987,shield_squeezing_zone,2024-08-03 16:20:00,89
11302,339,middle_shield,1017204.99048,1017201.0,1.0,5.0,1.15363,0.99485,0.55879,0.9953,0.55616,3008.5,1752.9,0.9953,shield_squeezing_zone,2024-08-03 16:20:00,90
11614,259,front_shield,1017204.99048,1017202.0,4.0,0.0,0.0509,0.98234,0.95765,0.5802,0.55563,3755.6,2129.8,0.5802,shield_squeezing_zone,2024-08-03 16:20:00,91
11760,204,front_shield,1017204.99048,1017203.0,-5.0,1.0,1.15363,0.99485,0.55879,0.9923,0.55449,3013.8,1746.8,0.9923,shield_squeezing_zone,2024-08-03 16:20:00,92
11070,403,middle_shield,1017204.99048,1017200.0,4.0,0.0,0.0509,0.98234,0.95765,0.579,0.55448,3757.7,2188.0,0.579,shield_squeezing_zone,2024-08-03 16:20:00,93
10798,475,middle_shield,1017204.99048,1017199.0,4.0,0.0,0.0509,0.98234,0.95765,0.5774,0.55295,3760.6,2184.6,0.5774,shield_squeezing_zone,2024-08-03 16:20:00,94
10417,565,tail_shield,1017204.99048,1017198.0,-4.0,0.0,0.0509,0.98234,0.95765,0.5752,0.55084,3764.7,2112.8,0.5752,shield_squeezing_zone,2024-08-03 16:20:00,95
11617,263,front_shield,1017204.99048,1017202.0,4.0,3.0,1.07774,0.96734,0.56435,0.974,0.54968,3046.8,1716.6,0.974,shield_squeezing_zone,2024-08-03 16:20:00,96
11488,276,front_shield,1017204.99048,1017202.0,-5.0,1.0,1.15363,0.99485,0.55879,0.9829,0.54924,3030.7,1703.3,0.9829,shield_squeezing_zone,2024-08-03 16:20:00,97
11574,267,front_shield,1017204.99048,1017202.0,1.0,5.0,1.15363,0.99485,0.55879,0.98,0.54761,3035.9,1720.8,0.98,shield_squeezing_zone,2024-08-03 16:20:00,98
10783,480,middle_shield,1017204.99048,1017199.0,3.0,4.0,1.07774,0.96734,0.56435,0.966,0.54517,3061.2,1727.8,0.966,shield_squeezing_zone,2024-08-03 16:20:00,99
10769,481,middle_shield,1017204.99048,1017199.0,2.0,4.0,0.57982,0.88666,0.66352,0.8214,0.54501,3321.5,1891.5,0.8214,shield_squeezing_zone,2024-08-03 16:20:00,100
9875,706,tail_shield,1017204.99048,1017196.0,-4.0,2.0,0.57982,0.88666,0.66352,0.8199,0.54402,3324.2,1958.4,0.8199,shield_squeezing_zone,2024-08-03 16:20:00,101
11233,349,middle_shield,1017204.99048,1017201.0,-4.0,0.0,0.0509,0.98234,0.95765,0.5635,0.53964,3785.6,2165.1,0.5635,shield_squeezing_zone,2024-08-03 16:20:00,102
11231,352,middle_shield,1017204.99048,1017201.0,-4.0,-2.0,0.57982,0.88666,0.66352,0.8104,0.53771,3341.2,1947.5,0.8104,shield_squeezing_zone,2024-08-03 16:20:00,103
10745,484,middle_shield,1017204.99048,1017199.0,0.0,5.0,1.05004,0.99996,0.59152,0.9049,0.53526,3171.2,1769.9,0.9049,shield_squeezing_zone,2024-08-03 16:20:00,104
11632,259,front_shield,1017204.99048,1017202.0,5.0,0.0,1.05004,0.99996,0.59152,0.9045,0.53503,3171.9,1811.3,0.9045,shield_squeezing_zone,2024-08-03 16:20:00,105
11599,264,front_shield,1017204.99048,1017202.0,3.0,4.0,1.07774,0.96734,0.56435,0.9468,0.53433,3095.8,1755.7,0.9468,shield_squeezing_zone,2024-08-03 16:20:00,106
10225,625,tail_shield,1017204.99048,1017197.0,2.0,4.0,0.57982,0.88666,0.66352,0.8047,0.53393,3351.5,1857.9,0.8047,shield_squeezing_zone,2024-08-03 16:20:00,107
11780,201,front_shield,1017204.99048,1017203.0,-4.0,3.0,1.07774,0.96734,0.56435,0.9441,0.53281,3100.6,1776.9,0.9441,shield_squeezing_zone,2024-08-03 16:20:00,108
10732,485,middle_shield,1017204.99048,1017199.0,-1.0,5.0,1.15363,0.99485,0.55879,0.95,0.53085,3090.0,1720.5,0.95,shield_squeezing_zone,2024-08-03 16:20:00,109
11289,340,middle_shield,1017204.99048,1017201.0,0.0,5.0,1.05004,0.99996,0.59152,0.8947,0.52923,3189.5,1833.0,0.8947,shield_squeezing_zone,2024-08-03 16:20:00,110
11508,273,front_shield,1017204.99048,1017202.0,-4.0,3.0,1.07774,0.96734,0.56435,0.9372,0.52891,3113.1,1801.2,0.9372,shield_squeezing_zone,2024-08-03 16:20:00,111
10254,619,tail_shield,1017204.99048,1017197.0,4.0,0.0,0.0509,0.98234,0.95765,0.5508,0.52748,3808.6,2119.5,0.5508,shield_squeezing_zone,2024-08-03 16:20:00,112
10128,636,tail_shield,1017204.99048,1017197.0,-5.0,1.0,1.15363,0.99485,0.55879,0.9422,0.52649,3104.1,1836.6,0.9422,shield_squeezing_zone,2024-08-03 16:20:00,113
10707,488,middle_shield,1017204.99048,1017199.0,-3.0,4.0,1.07774,0.96734,0.56435,0.9315,0.5257,3123.3,1849.6,0.9315,shield_squeezing_zone,2024-08-03 16:20:00,114
12161,119,front_shield,1017204.99048,1017204.0,4.0,3.0,1.07774,0.96734,0.56435,0.9305,0.52513,3125.0,1784.8,0.9305,shield_squeezing_zone,2024-08-03 16:20:00,115
11820,197,front_shield,1017204.99048,1017203.0,-1.0,5.0,1.15363,0.99485,0.55879,0.9371,0.52364,3113.3,1756.1,0.9371,shield_squeezing_zone,2024-08-03 16:20:00,116
10257,623,tail_shield,1017204.99048,1017197.0,4.0,3.0,1.07774,0.96734,0.56435,0.9268,0.52304,3131.8,1824.6,0.9268,shield_squeezing_zone,2024-08-03 16:20:00,117
10942,422,middle_shield,1017204.99048,1017200.0,-5.0,-1.0,1.15363,0.99485,0.55879,0.9294,0.51934,3127.0,1772.8,0.9294,shield_squeezing_zone,2024-08-03 16:20:00,118
11087,438,middle_shield,1017204.99048,1017200.0,5.0,-1.0,1.15363,0.99485,0.55879,0.9266,0.51778,3132.1,1832.9,0.9266,shield_squeezing_zone,2024-08-03 16:20:00,119
10473,556,tail_shield,1017204.99048,1017198.0,0.0,5.0,1.05004,0.99996,0.59152,0.875,0.51758,3225.0,1811.2,0.875,shield_squeezing_zone,2024-08-03 16:20:00,120
11886,187,front_shield,1017204.99048,1017203.0,4.0,0.0,0.0509,0.98234,0.95765,0.5402,0.51732,3827.7,2146.5,0.5402,shield_squeezing_zone,2024-08-03 16:20:00,121
12067,128,front_shield,1017204.99048,1017204.0,-3.0,4.0,1.07774,0.96734,0.56435,0.9139,0.51576,3155.0,1809.5,0.9139,shield_squeezing_zone,2024-08-03 16:20:00,122
11251,344,middle_shield,1017204.99048,1017201.0,-3.0,4.0,1.07774,0.96734,0.56435,0.9139,0.51576,3155.0,1799.9,0.9139,shield_squeezing_zone,2024-08-03 16:20:00,123
10471,574,tail_shield,1017204.99048,1017198.0,0.0,-4.0,0.0509,0.98234,0.95765,0.5379,0.51512,3831.8,2233.0,0.5379,background,2024-08-03 16:20:00,124
10743,502,middle_shield,1017204.99048,1017199.0,0.0,-4.0,0.0509,0.98234,0.95765,0.5371,0.51436,3833.3,2227.9,0.5371,background,2024-08-03 16:20:00,125
10524,580,tail_shield,1017204.99048,1017198.0,4.0,-2.0,0.57982,0.88666,0.66352,0.7685,0.50991,3416.7,2026.8,0.7685,shield_squeezing_zone,2024-08-03 16:20:00,126
11276,341,middle_shield,1017204.99048,1017201.0,-1.0,5.0,1.15363,0.99485,0.55879,0.9125,0.5099,3157.5,1809.5,0.9125,shield_squeezing_zone,2024-08-03 16:20:00,127
11017,376,middle_shield,1017204.99048,1017200.0,0.0,5.0,1.15891,0.90603,0.50756,1.0,0.50756,2998.2,1692.4,1.0,shield_squeezing_zone,2024-08-03 16:20:00,128
10199,646,tail_shield,1017204.99048,1017197.0,0.0,-4.0,0.0509,0.98234,0.95765,0.5293,0.50689,3847.2,2191.6,0.5293,background,2024-08-03 16:20:00,129
11561,232,front_shield,1017204.99048,1017202.0,0.0,5.0,1.15891,0.90603,0.50756,0.9984,0.50675,3002.9,1759.5,0.9984,shield_squeezing_zone,2024-08-03 16:20:00,130
10687,496,middle_shield,1017204.99048,1017199.0,-4.0,-2.0,0.57982,0.88666,0.66352,0.762,0.5056,3428.3,2011.4,0.762,shield_squeezing_zone,2024-08-03 16:20:00,131
10511,552,tail_shield,1017204.99048,1017198.0,3.0,4.0,1.07774,0.96734,0.56435,0.8949,0.50504,3189.2,1711.5,0.8949,shield_squeezing_zone,2024-08-03 16:20:00,132
11068,436,middle_shield,1017204.99048,1017200.0,4.0,-2.0,0.57982,0.88666,0.66352,0.7607,0.50474,3430.7,1977.3,0.7607,shield_squeezing_zone,2024-08-03 16:20:00,133
12092,125,front_shield,1017204.99048,1017204.0,-1.0,5.0,1.15363,0.99485,0.55879,0.9007,0.5033,3178.7,1899.6,0.9007,shield_squeezing_zone,2024-08-03 16:20:00,134
9982,691,tail_shield,1017204.99048,1017196.0,4.0,0.0,0.0509,0.98234,0.95765,0.5248,0.50258,3855.3,2218.1,0.5248,background,2024-08-03 16:20:00,135
11017,448,middle_shield,1017204.99048,1017200.0,0.0,5.0,1.1671,0.89967,0.50194,1.0,0.50194,2998.2,1692.4,1.0,shield_squeezing_zone,2024-08-03 16:20:00,136
12143,120,front_shield,1017204.99048,1017204.0,3.0,4.0,1.07774,0.96734,0.56435,0.8883,0.50132,3201.0,1836.5,0.8883,shield_squeezing_zone,2024-08-03 16:20:00,137
11561,304,middle_shield,1017204.99048,1017202.0,0.0,5.0,1.1671,0.89967,0.50194,0.9984,0.50114,3002.9,1759.5,0.9984,shield_squeezing_zone,2024-08-03 16:20:00,138
11612,292,front_shield,1017204.99048,1017202.0,4.0,-2.0,0.57982,0.88666,0.66352,0.7513,0.4985,3447.7,2053.4,0.7513,shield_squeezing_zone,2024-08-03 16:20:00,139
11884,220,front_shield,1017204.99048,1017203.0,4.0,-2.0,0.57982,0.88666,0.66352,0.7496,0.49737,3450.8,1942.3,0.7496,shield_squeezing_zone,2024-08-03 16:20:00,140
10796,508,middle_shield,1017204.99048,1017199.0,4.0,-2.0,0.57982,0.88666,0.66352,0.7489,0.49691,3451.9,2000.6,0.7489,shield_squeezing_zone,2024-08-03 16:20:00,141
